date,review,reviewer,rating
02-Feb-20,"Interesting character study into the mind of a madman that takes you on a completely different journey of the character than you'd think you would want. A ""what if"" Martin Scorsese did a comic book film. But I'm a little puzzled at the amount of Oscar recognition it has received. Sure it's a decent film but not on par with Once Upon A Time In Hollywood, Ford vs Ferrari, Judy.......or even Dr Sleep........Joaquin Phoenix will likely take home the Oscar, though I don't think the performance truly deserves it",Andrew R,3
02-Feb-20,Slow dark depressing film. Dark demented deranged killer clown. No thanks.,,2
02-Feb-20,"Phoenix a single-handedly revived DC with his portrayal of Arthur Fleck. Every scene is shot incredibly well and really visualizes Arthur's descent into madness. Almost every scene puts you on edge, making you feel constantly uncomfortable. Todd Phillip's direction was fantastic, allowing scenes to breathe while also keeping a tight grip on the main point. Every character served a purpose and contributed to creation of the Joker. The score was used to enhance the story. The movie could create an eerie atmosphere with just music alone. This is my all-time favorite movie, and just an incredible piece of Cinema!",,5
02-Feb-20,It's a really good movie but Something is missing,Lorde C,4
02-Feb-20,"Definitely dark, and starts off a bit awkward and slow, but Joaquin is amazing and it does start to pick up toward the middle. A one timer for me, but I enjoyed it.",Denise W,4
02-Feb-20,"Taking a classic villain and giving him a heartbreaking backstory is revelatory and humanizing. The writing is top rate, and what can I say about Joaquin Phoenix - other than his performance is one of the very best I've ever seen ...",James L,5
02-Feb-20,"This movie is exceptionally slow, Phoenix is a great actor who is wasted in what might be the worst of any of the DC movies. It attempts to be edgy and artistic and ends up boring. I made it through the whole thing, but it was 2 hours I will never get back.",Ali S,0.5
02-Feb-20,dont get why people liked this,,0.5
02-Feb-20,"I didn't watch this movie. I suffered through it. The story is thin and implausible. DeNiro might as well as have phoned in his performance. While Joaquin Phoenix gives a riveting portrayal of the Joker, it pales when compared to what Heath Ledger delivered and the comparison is inevitable and inescapable.",Richard H,1.5
02-Feb-20,"costume design, makeup, ploy, ""how about another joke murray,"" its all great! this is a must see movie for anybody, as joker 360 no scopes anyone in his way! with headshots too! lets just say that murray got some sand to eat.....",Joseph R,5
02-Feb-20,"Very good movie! Not perfect, but very good!",Jonathan M,4.5
01-Feb-20,A raw yet contained depiction of a mans struggle to fit in to society. A man who day dreams of being treated kindly by people whom are his only world. A tv show host. An audience who would usually misjudge him. A matter if timing and karma. A tale as old as time. Incredibly well told. Much needed. A film that feels like a film. Thank goodness. Because its the only thing that will comfort you. Tremendous. 5/5.,Daniel A,5
01-Feb-20,"Positives: Acting, script, cinematography, iconic makeup,? and visual effects Negatives: Lack of supporting cast, relies on older films for substance and can be slow at parts of the movie",John H,4.5
01-Feb-20,"Joker... it's an total masterpice and an triumph, not just for DC, for all the comicbook adaptation. Joaqu�n Phoenix plays an fascinating role as Arthur Fleck (also known as the Joker on this movie), Director Todd Phillips made an real movie (compared To Old School, and The Hangover movies) and the score made by Hildur Gudnad�ttir it made my skin fleshy when i started to heard it",Enrique C,5
01-Feb-20,"Incredible performance out of Phoenix. An enjoyably complex take on the Joker's backstory, which, by design, is meant to be multiple choice.",James K,5
01-Feb-20,Held my attention from beginning to end. Wonderful film,James H,5
01-Feb-20,Worst movie I've seen in 20 years. If I had to see one more scene with Phoenix sitting sitting around smoking a cigarette I think I would have lost it. Worst movie I've seen in 20 years.,Erik T,0.5
01-Feb-20,The best film I saw in years and became part of my favorite films.,Daniel C,5
01-Feb-20,Coat-tailing off of batman. This could have been named ANYTHING else.,Random L,0.5
01-Feb-20,"Disturbing, beautiful... one of the best movies I've seen in a while. Phoenix is incredible!",Angie G,5
01-Feb-20,Not the best kinda boring ending was extremely violent!,,2
01-Feb-20,Funnier that expected :-D with a couple of real LOL moments,Harsh C,3.5
01-Feb-20,Finally a movie based on the best Comic Antagonist of all time. Joker has much more to offer then this movie. But Joaquin Phoenix gives Joker a new name and I'm glad he never disappointed me for once. I wish you best of luck and hope everyone enjoy this epic movie.,Tauu H,4
01-Feb-20,If you want to see a movie based on the most famous batman villian ever then this is the one. It has you gripped from the first minute as you see Arthur become the joker. I wouldn't say it's a horror movie however it dose make you scared woundering how far will the joker go untill the very end,Jack O,5
01-Feb-20,One of the best movies to come out in years,Brendan C,5
01-Feb-20,Joaquin Phoenix was amazing!,Leonard,5
01-Feb-20,"It's so dark & prob not a movie I can watch a lot because of that but Joaquin is just so, so amazing it's really his movie! I loved it.",Melissa K,5
01-Feb-20,I couldn't stop laughing.,Sergant F,5
01-Feb-20,I love every moment while watching ?????,,5
01-Feb-20,This was one of they worst movie I've ever seen. Two hours wasted I'll never get back. DC needs to stop making movies.,Daniel O,0.5
01-Feb-20,"Deep,dark but excellent. Jouqin acting was superb.",Lesley C,5
01-Feb-20,Stupid stupid movie I�ve ever seen put pop corn down to a 31,connor,0.5
31-Jan-20,"Great acting, good movie, but definitively didn't live up to the massive hype",,3.5
31-Jan-20,"What a fantastic performance. I put off watching this because of all the critique about how dark it was...I shouldn't have. It definitely wasn't as dark as indicated, but it was confronting and real, and I'm glad I saw it",Sharlene G,3.5
31-Jan-20,An absolute tour de force and one of the best superhero movies made in years. It perfectly captures the stigma of those who are oppressed by mental illness and lack of wealth.,Michael K,5
31-Jan-20,Fantastic performance from Mr Phoenix truly a must see,Rachel M,5
31-Jan-20,Not entertaining at all. Meh.,Erin M,1
31-Jan-20,its just awesome and so real at the same time!,Jim T,5
31-Jan-20,Came here to review after watching paul joseph watson Youtube Review. Best film of this decade 200/100 **********,Phoiai K,5
31-Jan-20,Brilliant film! Joaquin Phoenix's performance is phenomenal. Would venture to say this movie will be an all-time classic.,Larry S,5
31-Jan-20,"Interesting take on the infamous villain. The story is so-so, but Phoenix elevates it with his performance.",Taylor H,3
